fault_id|spn|fmi|oem_make|oem_code|controller|short_description|fault_family|detailed_technical_explanation|source_id|source_url|source_page|source_doc|fix_id|fix_title|probability_rank|difficulty_level|est_parts_cost_min_usd|est_parts_cost_max_usd|est_labor_hours|step_by_step_instructions
521|1146|0|Cummins|652|Engine ECU|Cylinder 4 exhaust temperature, right bank, far above normal|hde_cylinder_misfire|SPN 1146 (Cylinder 4 exhaust temperature, right bank) with FMI 0 (Reading in-range but far too high) is set by the Engine ECU when the cylinder misfire/power-balance monitor fails to reach or hold the commanded position/pressure. Typical causes are a sticking or contaminated valve, a failed valve body, or an upstream system-pressure problem.|cummins_a042j565|https://mart.cummins.com/imagelibrary/data/assetfiles/0056191.pdf|102|A042J565 fire pump drive engine IOM, fault code charts|2062|Free and clean the cylinder misfire/power-balance monitor|1|Fleet technician|10.0|80.0|0.9|1. Remove the valve and inspect for sticking, varnish or debris • 2. Clean and free the moving element, or replace if seized • 3. Reinstall, clear codes and verify
521|1146|0|Cummins|652|Engine ECU|Cylinder 4 exhaust temperature, right bank, far above normal|hde_cylinder_misfire|SPN 1146 (Cylinder 4 exhaust temperature, right bank) with FMI 0 (Reading in-range but far too high) is set by the Engine ECU when the cylinder misfire/power-balance monitor fails to reach or hold the commanded position/pressure. Typical causes are a sticking or contaminated valve, a failed valve body, or an upstream system-pressure problem.|cummins_a042j565|https://mart.cummins.com/imagelibrary/data/assetfiles/0056191.pdf|102|A042J565 fire pump drive engine IOM, fault code charts|2063|Check the related system pressure and condition|2|Fleet technician|0.0|300.0|1.0|1. Verify the system pressure the valve regulates is within spec with a gauge • 2. Address any upstream cause (restriction, pump wear, contamination) • 3. Clear codes and re-verify
521|1146|0|Cummins|652|Engine ECU|Cylinder 4 exhaust temperature, right bank, far above normal|hde_cylinder_misfire|SPN 1146 (Cylinder 4 exhaust temperature, right bank) with FMI 0 (Reading in-range but far too high) is set by the Engine ECU when the cylinder misfire/power-balance monitor fails to reach or hold the commanded position/pressure. Typical causes are a sticking or contaminated valve, a failed valve body, or an upstream system-pressure problem.|cummins_a042j565|https://mart.cummins.com/imagelibrary/data/assetfiles/0056191.pdf|102|A042J565 fire pump drive engine IOM, fault code charts|2064|Replace the cylinder misfire/power-balance monitor|3|Fleet technician|40.0|300.0|1.0|1. Remove the valve/assembly • 2. Fit the replacement with new seals per OEM spec • 3. Clear codes and verify correct operation
586|105|0|Deutz|1355 0|Aftertreatment DCU|Intake manifold air temperature reads in-range but abnormally high|hda_docdpf_relayed_pressure_temp_sensor|SPN 105 (Intake manifold air temperature) with FMI 0 (Reading in-range but far too high) is set by the Aftertreatment DCU for an engine pressure or temperature parameter (fuel delivery pressure, oil pressure, boost pressure, intake manifold temperature, air filter differential pressure, barometric pressure, coolant temperature, ambient air temperature, or turbocharger compressor inlet pressure) that the aftertreatment DCU consumes for its own dosing and regeneration strategy and relays into this fault list. Diagnose it as an ordinary pressure/temperature sensor circuit: connector, wiring, then sensor.|deutz_docdpf|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DOC_DPF_DE_EN.pdf||DTC list MD1 DOC/DPF (2019)|2296|Replace the engine pressure/temperature sensor (DCU-relayed)|1|Fleet technician|40.0|300.0|1.0|1. Confirm the fault follows the engine pressure/temperature sensor (DCU-relayed) and not the harness with a swap or resistance check • 2. Remove and replace the component, transferring any mounting hardware • 3. Clear codes and verify normal operation through a duty cycle
586|105|0|Deutz|1355 0|Aftertreatment DCU|Intake manifold air temperature reads in-range but abnormally high|hda_docdpf_relayed_pressure_temp_sensor|SPN 105 (Intake manifold air temperature) with FMI 0 (Reading in-range but far too high) is set by the Aftertreatment DCU for an engine pressure or temperature parameter (fuel delivery pressure, oil pressure, boost pressure, intake manifold temperature, air filter differential pressure, barometric pressure, coolant temperature, ambient air temperature, or turbocharger compressor inlet pressure) that the aftertreatment DCU consumes for its own dosing and regeneration strategy and relays into this fault list. Diagnose it as an ordinary pressure/temperature sensor circuit: connector, wiring, then sensor.|deutz_docdpf|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DOC_DPF_DE_EN.pdf||DTC list MD1 DOC/DPF (2019)|2297|Check engine pressure/temperature sensor (DCU-relayed) calibration/learned values with a service tool|2|Fleet technician|0.0|0.0|0.6|1. Connect a service tool and compare the sensor's live reading against a known reference (refractometer for DEF quality, a second sensor, or a bench check) • 2. Run the OEM's sensor learn/reset procedure if the reading is offset but the circuit tests good • 3. Clear codes and confirm the reading holds through a duty cycle
586|105|0|Deutz|1355 0|Aftertreatment DCU|Intake manifold air temperature reads in-range but abnormally high|hda_docdpf_relayed_pressure_temp_sensor|SPN 105 (Intake manifold air temperature) with FMI 0 (Reading in-range but far too high) is set by the Aftertreatment DCU for an engine pressure or temperature parameter (fuel delivery pressure, oil pressure, boost pressure, intake manifold temperature, air filter differential pressure, barometric pressure, coolant temperature, ambient air temperature, or turbocharger compressor inlet pressure) that the aftertreatment DCU consumes for its own dosing and regeneration strategy and relays into this fault list. Diagnose it as an ordinary pressure/temperature sensor circuit: connector, wiring, then sensor.|deutz_docdpf|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DOC_DPF_DE_EN.pdf||DTC list MD1 DOC/DPF (2019)|2298|Inspect, clean and reseat the engine pressure/temperature sensor (DCU-relayed) connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the engine pressure/temperature sensor (DCU-relayed) circuit connector • 2. Check pins for corrosion, bent terminals and moisture intrusion, and check the harness for chafing near hot exhaust components • 3. Apply dielectric grease, reseat, clear codes and confirm the fault does not return
586|105|0|Deutz|1355 0|Aftertreatment DCU|Intake manifold air temperature reads in-range but abnormally high|hda_docdpf_relayed_pressure_temp_sensor|SPN 105 (Intake manifold air temperature) with FMI 0 (Reading in-range but far too high) is set by the Aftertreatment DCU for an engine pressure or temperature parameter (fuel delivery pressure, oil pressure, boost pressure, intake manifold temperature, air filter differential pressure, barometric pressure, coolant temperature, ambient air temperature, or turbocharger compressor inlet pressure) that the aftertreatment DCU consumes for its own dosing and regeneration strategy and relays into this fault list. Diagnose it as an ordinary pressure/temperature sensor circuit: connector, wiring, then sensor.|deutz_docdpf|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DOC_DPF_DE_EN.pdf||DTC list MD1 DOC/DPF (2019)|2299|Test the engine pressure/temperature sensor (DCU-relayed) circuit for opens, shorts and correct supply voltage|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the circuit at the connector with the harness connected • 2. Check for supply voltage, continuity to the controller and resistance to ground/battery • 3. Repair the open, shorted or chafed conductor, reseal the splice, clear codes
651|3349|0|Deutz|354 0|Aftertreatment DCU|TSC1 (torque/speed control) message receive timeout reads in-range but abnormally high|hdn_aftertreatment_dcu_link|SPN 3349 (TSC1 (torque/speed control) message receive timeout) with FMI 0 (Reading in-range but far too high) is set by the Aftertreatment DCU when a J1939 message the aftertreatment control system depends on -- a torque/speed command (TSC1), a NOx or urea-quality sensor reading, or the data-verification handshake with the engine ECU -- stops arriving at the expected rate or fails validation. Typical causes are the sending sensor or ECU losing power or ground, a connector or backbone fault between the DCU and the sending node, or the sending device itself faulting.|deutz_docdpf|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DOC_DPF_DE_EN.pdf||DTC list MD1 DOC/DPF (2019)|2536|Replace a failed NOx or urea-quality sensor that has gone silent|1|Fleet technician|150.0|650.0|1.5|1. Confirm via the scan tool that the sensor itself, not just its wiring, has stopped responding • 2. Remove and replace the sensor per OEM torque and sealant specification • 3. Clear codes, run an aftertreatment regeneration/verification cycle and confirm the message returns
651|3349|0|Deutz|354 0|Aftertreatment DCU|TSC1 (torque/speed control) message receive timeout reads in-range but abnormally high|hdn_aftertreatment_dcu_link|SPN 3349 (TSC1 (torque/speed control) message receive timeout) with FMI 0 (Reading in-range but far too high) is set by the Aftertreatment DCU when a J1939 message the aftertreatment control system depends on -- a torque/speed command (TSC1), a NOx or urea-quality sensor reading, or the data-verification handshake with the engine ECU -- stops arriving at the expected rate or fails validation. Typical causes are the sending sensor or ECU losing power or ground, a connector or backbone fault between the DCU and the sending node, or the sending device itself faulting.|deutz_docdpf|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DOC_DPF_DE_EN.pdf||DTC list MD1 DOC/DPF (2019)|2537|Inspect the sending sensor/ECU connector and the shared backbone connector|2|Fleet technician|0.0|20.0|0.5|1. Key off, identify the sensor (NOx, urea quality) or ECU that should be sending the missing message • 2. Inspect its connector and the nearest backbone/drop-line connector for corrosion or looseness, including DEF-line proximity corrosion • 3. Clean, reseat, clear codes and retest
651|3349|0|Deutz|354 0|Aftertreatment DCU|TSC1 (torque/speed control) message receive timeout reads in-range but abnormally high|hdn_aftertreatment_dcu_link|SPN 3349 (TSC1 (torque/speed control) message receive timeout) with FMI 0 (Reading in-range but far too high) is set by the Aftertreatment DCU when a J1939 message the aftertreatment control system depends on -- a torque/speed command (TSC1), a NOx or urea-quality sensor reading, or the data-verification handshake with the engine ECU -- stops arriving at the expected rate or fails validation. Typical causes are the sending sensor or ECU losing power or ground, a connector or backbone fault between the DCU and the sending node, or the sending device itself faulting.|deutz_docdpf|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DOC_DPF_DE_EN.pdf||DTC list MD1 DOC/DPF (2019)|2538|Verify power and ground at the sending sensor/ECU|3|Fleet technician|5.0|40.0|0.8|1. Back-probe the sending device's power and ground pins • 2. Confirm battery/reference voltage is present and ground resistance is low • 3. Repair any open or corroded power or ground circuit found
651|3349|0|Deutz|354 0|Aftertreatment DCU|TSC1 (torque/speed control) message receive timeout reads in-range but abnormally high|hdn_aftertreatment_dcu_link|SPN 3349 (TSC1 (torque/speed control) message receive timeout) with FMI 0 (Reading in-range but far too high) is set by the Aftertreatment DCU when a J1939 message the aftertreatment control system depends on -- a torque/speed command (TSC1), a NOx or urea-quality sensor reading, or the data-verification handshake with the engine ECU -- stops arriving at the expected rate or fails validation. Typical causes are the sending sensor or ECU losing power or ground, a connector or backbone fault between the DCU and the sending node, or the sending device itself faulting.|deutz_docdpf|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DOC_DPF_DE_EN.pdf||DTC list MD1 DOC/DPF (2019)|2539|Confirm the sending device is present and addressing correctly on the bus|4|Fleet technician|0.0|0.0|0.8|1. Connect a J1939 scan tool and watch for the expected message (e.g. TSC1, NOx sensor data) • 2. Confirm the device claims its expected source address and message rate • 3. If it never appears on the bus, treat it as failed and proceed to component-level diagnosis
716|27|4|Deutz|P1059 00|Engine ECU|EGR valve actuator position circuit voltage reads low (shorted to ground)|hda_egr_valve_actuator|SPN 27 (EGR valve actuator position) with FMI 4 (Circuit voltage low / short to ground) is set by the Engine ECU when the EGR valve actuator will not reach or hold a commanded position, reports an internal fault, loses calibration, or the motor coil circuit is open or shorted. Carbon buildup in the valve bore that increases actuator load is a leading mechanical cause behind an electrical-looking fault.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|2786|Inspect and clean the EGR valve actuator connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the EGR valve actuator • 2. Check pins for corrosion and the harness for chafing or heat damage near the exhaust • 3. Apply dielectric grease, reseat, clear codes and cycle the actuator with a service tool
